,feature01,feature04,feature07,feature08,feature09,feature10,feature14,feature17,feature22,feature23,feature11,feature12,feature13,feature15,feature16,feature10.1,feature21,target
208,1.0,1032.0,2403.0,7.0,7.0,1940.0,2.0,4.0,1196.0,1950.0,NA,NA,red,bad,bad,0,0.0,244400.0
854,2.0,914.0,914.0,5.0,7.0,1979.0,0.0,2.0,0.0,1979.0,NA,NA,red,NA,bad,1,0.0,134900.0
525,3.0,1082.0,1953.0,8.0,5.0,2005.0,1.0,3.0,871.0,2006.0,NA,NA,red,good,good,0,1.0,252000.0
1648,2.0,780.0,1930.0,7.0,5.0,1979.0,1.0,4.0,845.0,1979.0,NA,NA,red,bad,good,0,1.0,192000.0
688,2.0,941.0,941.0,5.0,7.0,1978.0,0.0,2.0,0.0,1978.0,NA,NA,red,NA,good,1,0.0,145000.0
1994,2.0,926.0,1650.0,6.0,8.0,1910.0,0.0,3.0,659.0,1990.0,Grvl,NA,red,NA,bad,0,0.0,144100.0
401,2.0,864.0,864.0,4.0,7.0,1971.0,0.0,3.0,0.0,2006.0,NA,cow,red,NA,bad,1,0.0,130000.0
2226,2.0,1680.0,1680.0,4.0,5.0,1995.0,0.0,4.0,0.0,1996.0,NA,NA,red,NA,good,0,0.0,170000.0
2783,3.0,995.0,1282.0,6.0,6.0,1978.0,0.0,3.0,0.0,1978.0,NA,NA,red,NA,bad,0,0.0,174000.0
2051,1.0,1029.0,1029.0,4.0,5.0,1961.0,0.0,3.0,0.0,1961.0,NA,NA,red,NA,bad,1,0.0,118500.0
2221,1.0,800.0,1740.0,7.0,6.0,1940.0,2.0,3.0,780.0,1984.0,NA,NA,red,good,bad,1,1.0,219500.0
956,2.0,2136.0,2036.0,7.0,5.0,1965.0,2.0,3.0,0.0,1965.0,NA,NA,red,good,bad,0,0.0,375000.0
1855,2.0,1360.0,1432.0,5.0,7.0,1978.0,1.0,2.0,0.0,1978.0,NA,NA,red,bad,good,1,1.0,194000.0
1554,1.0,173.0,1361.0,4.0,7.0,1895.0,0.0,2.0,536.0,1950.0,NA,NA,red,NA,bad,1,0.0,89000.0
1098,2.0,1173.0,2199.0,8.0,5.0,1997.0,1.0,3.0,1017.0,1997.0,NA,NA,red,bad,good,0,1.0,284500.0
1057,3.0,1950.0,1950.0,9.0,5.0,2007.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,amazing,0,0.0,383000.0
362,2.0,1158.0,1167.0,6.0,6.0,1992.0,0.0,3.0,0.0,1992.0,NA,NA,red,NA,good,0,0.0,173000.0
2444,3.0,1160.0,2234.0,8.0,5.0,2000.0,1.0,3.0,1029.0,2000.0,NA,NA,red,bad,good,0,1.0,300000.0
126,1.0,1078.0,1078.0,5.0,6.0,1950.0,0.0,2.0,0.0,1996.0,NA,NA,blue,NA,good,1,0.0,142125.0
1028,2.0,1193.0,1523.0,6.0,5.0,1976.0,1.0,3.0,0.0,1976.0,NA,dog,red,bad,bad,0,0.0,180000.0
2064,1.0,1240.0,1375.0,5.0,5.0,1956.0,1.0,3.0,0.0,1998.0,NA,NA,red,good,bad,1,0.0,187000.0
1348,2.0,611.0,1362.0,6.0,8.0,1920.0,0.0,3.0,611.0,1999.0,NA,NA,red,NA,bad,0,0.0,128000.0
2264,2.0,1265.0,1240.0,7.0,7.0,1985.0,0.0,3.0,0.0,1985.0,NA,NA,red,NA,good,0,0.0,174000.0
2616,2.0,0.0,1472.0,7.0,5.0,1959.0,1.0,2.0,0.0,1959.0,NA,NA,blue,good,good,0,0.0,157500.0
2810,3.0,1552.0,1552.0,7.0,5.0,2005.0,0.0,3.0,0.0,2006.0,NA,NA,red,NA,good,0,0.0,212900.0
1389,1.0,960.0,960.0,5.0,8.0,1963.0,0.0,3.0,0.0,2003.0,NA,NA,red,NA,good,1,0.0,144900.0
2488,2.0,864.0,1211.0,5.0,6.0,1962.0,1.0,2.0,0.0,2002.0,NA,dog,red,bad,bad,1,0.0,144000.0
266,2.0,1040.0,2098.0,7.0,5.0,1997.0,1.0,4.0,1054.0,1997.0,NA,NA,red,bad,good,0,1.0,240000.0
548,2.0,1332.0,1332.0,6.0,5.0,1990.0,0.0,2.0,0.0,1991.0,NA,NA,red,NA,good,0,0.0,145000.0
561,1.0,864.0,864.0,5.0,5.0,1965.0,1.0,3.0,0.0,1965.0,NA,cow,red,bad,bad,1,0.0,62383.0
388,2.0,1116.0,1116.0,6.0,6.0,1974.0,1.0,3.0,0.0,1974.0,NA,cow,red,bad,bad,0,0.0,167900.0
2073,2.0,1151.0,2060.0,6.0,5.0,1988.0,1.0,4.0,896.0,1989.0,NA,NA,red,bad,bad,0,1.0,211000.0
2782,1.0,675.0,1388.0,6.0,6.0,1977.0,0.0,3.0,702.0,1977.0,NA,NA,red,NA,bad,1,1.0,157500.0
2709,2.0,1164.0,1320.0,5.0,6.0,1966.0,2.0,3.0,0.0,1966.0,NA,NA,red,okay,bad,1,0.0,164500.0
1485,0.0,796.0,796.0,5.0,7.0,1910.0,0.0,2.0,0.0,1950.0,NA,dog,blue,NA,bad,1,0.0,85000.0
1308,3.0,876.0,1416.0,5.0,8.0,1915.0,1.0,4.0,540.0,1950.0,Grvl,NA,red,good,bad,1,1.0,153900.0
1687,3.0,1694.0,1694.0,8.0,5.0,2006.0,1.0,3.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,322400.0
1180,2.0,1719.0,1719.0,8.0,5.0,1993.0,2.0,1.0,0.0,1993.0,NA,NA,red,good,good,1,1.0,324000.0
990,2.0,1205.0,2117.0,6.0,7.0,1970.0,2.0,4.0,0.0,1970.0,NA,NA,red,good,bad,0,1.0,237500.0
922,1.0,1273.0,1273.0,5.0,4.0,1960.0,0.0,2.0,0.0,1960.0,Grvl,dog,red,NA,bad,1,0.0,155000.0
2427,2.0,1362.0,1506.0,7.0,5.0,2005.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,213490.0
1595,1.0,550.0,1475.0,5.0,7.0,1976.0,1.0,4.0,550.0,1976.0,NA,NA,red,bad,bad,0,0.0,129500.0
930,1.0,1092.0,1152.0,6.0,8.0,1950.0,1.0,3.0,0.0,2004.0,NA,cat,red,good,good,1,0.0,158500.0
620,1.0,856.0,1668.0,6.0,8.0,1950.0,0.0,3.0,556.0,2005.0,NA,dog,red,NA,bad,1,1.0,140000.0
2452,3.0,1165.0,2526.0,8.0,5.0,1994.0,1.0,4.0,1323.0,1994.0,NA,NA,red,bad,good,0,1.0,290000.0
516,2.0,1218.0,1218.0,6.0,5.0,2009.0,0.0,2.0,0.0,2009.0,NA,NA,red,NA,good,0,0.0,208300.0
1587,3.0,1964.0,1964.0,8.0,5.0,2005.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,1.0,370000.0
2366,1.0,483.0,987.0,6.0,5.0,1973.0,0.0,2.0,504.0,1973.0,NA,NA,red,NA,bad,1,1.0,83000.0
1603,1.0,876.0,923.0,5.0,5.0,1984.0,0.0,3.0,0.0,1985.0,NA,dog,red,NA,bad,1,0.0,119500.0
2509,2.0,600.0,1200.0,7.0,5.0,2005.0,0.0,2.0,600.0,2005.0,Pave,NA,red,NA,good,0,1.0,144152.0
2698,1.0,806.0,1422.0,5.0,5.0,1951.0,1.0,3.0,341.0,1951.0,NA,cow,red,bad,bad,1,0.0,137500.0
180,1.0,1008.0,1245.0,5.0,6.0,1920.0,0.0,3.0,185.0,1962.0,NA,NA,red,NA,bad,1,0.0,100000.0
200,1.0,1124.0,1068.0,6.0,5.0,1923.0,1.0,2.0,0.0,1950.0,NA,NA,red,good,bad,1,0.0,109500.0
1900,2.0,822.0,908.0,5.0,7.0,1940.0,0.0,2.0,0.0,1996.0,NA,dog,red,NA,bad,1,0.0,138500.0
1169,2.0,1419.0,1419.0,9.0,5.0,2001.0,1.0,2.0,0.0,2001.0,NA,NA,red,bad,amazing,1,1.0,290000.0
704,2.0,936.0,936.0,4.0,4.0,1953.0,0.0,2.0,0.0,1953.0,Pave,NA,red,NA,bad,1,0.0,93000.0
2920,1.0,546.0,1092.0,4.0,5.0,1970.0,0.0,3.0,546.0,1970.0,NA,NA,red,NA,bad,1,1.0,71000.0
989,2.0,1184.0,1414.0,6.0,8.0,1958.0,1.0,3.0,0.0,2002.0,NA,NA,red,bad,bad,1,0.0,176500.0
988,2.0,784.0,1632.0,5.0,7.0,1969.0,1.0,4.0,848.0,1969.0,NA,dog,red,bad,bad,1,1.0,173000.0
1843,2.0,729.0,1458.0,6.0,5.0,1999.0,1.0,2.0,729.0,1999.0,Pave,NA,red,okay,bad,0,1.0,176000.0
1602,1.0,816.0,816.0,5.0,7.0,1983.0,0.0,2.0,0.0,1983.0,NA,cow,red,NA,bad,1,0.0,128500.0
2630,2.0,660.0,1348.0,6.0,5.0,1966.0,1.0,3.0,688.0,1966.0,NA,NA,red,okay,bad,1,1.0,155000.0
1089,2.0,840.0,1720.0,7.0,5.0,2002.0,1.0,3.0,880.0,2003.0,NA,NA,red,good,good,0,1.0,188000.0
869,2.0,1462.0,1513.0,8.0,5.0,1999.0,1.0,2.0,0.0,2000.0,NA,NA,red,bad,good,0,0.0,220000.0
982,2.0,1097.0,1110.0,5.0,6.0,1978.0,1.0,1.0,0.0,1978.0,NA,NA,red,bad,good,1,0.0,165500.0
1853,2.0,1494.0,1494.0,8.0,5.0,1994.0,1.0,1.0,0.0,1995.0,NA,NA,red,good,good,1,1.0,279700.0
2153,2.0,860.0,1992.0,7.0,5.0,1996.0,2.0,3.0,780.0,2002.0,NA,NA,red,bad,good,0,1.0,211000.0
835,2.0,1040.0,1040.0,5.0,5.0,1996.0,0.0,3.0,0.0,1996.0,NA,cat,red,NA,good,1,0.0,152000.0
1766,3.0,1066.0,2385.0,7.0,5.0,1998.0,1.0,4.0,1277.0,1998.0,NA,NA,red,bad,good,0,1.0,252000.0
2240,1.0,910.0,1558.0,5.0,5.0,1950.0,0.0,4.0,648.0,1950.0,NA,dog,blue,NA,bad,1,1.0,152000.0
1609,2.0,784.0,1968.0,5.0,4.0,1969.0,1.0,4.0,800.0,1969.0,NA,dog,red,bad,bad,0,1.0,172000.0
197,1.0,780.0,1416.0,6.0,7.0,1948.0,0.0,3.0,636.0,1950.0,NA,NA,red,NA,bad,1,1.0,139900.0
996,2.0,916.0,1636.0,6.0,5.0,1996.0,1.0,3.0,720.0,1996.0,NA,NA,red,bad,bad,0,1.0,173000.0
2921,2.0,1728.0,1728.0,6.0,5.0,1976.0,0.0,4.0,0.0,1976.0,NA,NA,red,NA,bad,0,0.0,150900.0
462,2.0,1405.0,1405.0,7.0,5.0,2003.0,1.0,2.0,0.0,2003.0,NA,NA,red,bad,good,0,0.0,173000.0
2321,2.0,868.0,2021.0,7.0,5.0,2006.0,1.0,3.0,1134.0,2006.0,NA,NA,red,good,good,0,1.0,274725.0
1023,2.0,1211.0,1211.0,6.0,5.0,1976.0,1.0,3.0,0.0,1976.0,NA,dog,red,bad,good,0,0.0,161000.0
1453,2.0,1777.0,1795.0,8.0,5.0,2002.0,1.0,3.0,0.0,2002.0,NA,NA,red,good,good,0,0.0,230000.0
1015,2.0,1488.0,1488.0,6.0,5.0,1950.0,1.0,3.0,0.0,1950.0,NA,NA,red,bad,bad,0,1.0,133000.0
507,3.0,1696.0,1696.0,8.0,5.0,2008.0,0.0,3.0,0.0,2008.0,NA,NA,red,NA,good,0,0.0,275000.0
2608,1.0,1083.0,1146.0,6.0,5.0,1963.0,1.0,3.0,0.0,1963.0,NA,NA,red,good,bad,1,0.0,165000.0
2510,2.0,756.0,1524.0,6.0,5.0,2000.0,0.0,2.0,756.0,2000.0,NA,NA,red,NA,good,0,1.0,166000.0
391,2.0,689.0,2119.0,6.0,6.0,1972.0,1.0,3.0,741.0,1972.0,NA,cat,red,bad,bad,0,1.0,158000.0
88,1.0,1040.0,1040.0,5.0,8.0,1962.0,0.0,3.0,0.0,2010.0,NA,NA,red,NA,bad,1,1.0,127000.0
1928,1.0,1204.0,1411.0,5.0,6.0,1955.0,1.0,3.0,0.0,1975.0,NA,NA,red,bad,bad,1,0.0,130000.0
1830,2.0,1390.0,1701.0,5.0,5.0,1975.0,2.0,3.0,0.0,1981.0,NA,NA,red,bad,bad,0,0.0,171000.0
93,2.0,1488.0,1488.0,7.0,5.0,2004.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,good,0,0.0,260000.0
2814,2.0,728.0,1456.0,6.0,5.0,2005.0,1.0,3.0,728.0,2006.0,NA,NA,red,good,good,0,1.0,163990.0
2056,1.0,948.0,948.0,5.0,5.0,1968.0,0.0,3.0,0.0,1968.0,NA,NA,red,NA,bad,1,0.0,108000.0
1327,1.0,1008.0,1143.0,5.0,7.0,1928.0,1.0,2.0,0.0,1983.0,NA,cat,red,bad,bad,1,0.0,138000.0
2149,2.0,860.0,1729.0,7.0,5.0,2002.0,0.0,3.0,869.0,2002.0,NA,NA,red,NA,good,0,1.0,200000.0
1977,2.0,936.0,936.0,5.0,5.0,1980.0,0.0,2.0,0.0,1980.0,Grvl,NA,red,NA,bad,1,0.0,140000.0
1050,3.0,1932.0,1932.0,8.0,5.0,2008.0,1.0,2.0,0.0,2008.0,NA,NA,red,good,amazing,0,0.0,394617.0
791,1.0,747.0,1639.0,6.0,7.0,1946.0,1.0,3.0,747.0,1950.0,NA,NA,red,good,good,1,1.0,154400.0
2543,2.0,1626.0,1712.0,5.0,5.0,1959.0,0.0,4.0,0.0,2005.0,NA,NA,red,NA,bad,0,0.0,145000.0
1681,2.0,804.0,1548.0,6.0,6.0,1976.0,1.0,3.0,744.0,1976.0,NA,NA,red,bad,good,0,1.0,155000.0
506,3.0,1468.0,1468.0,8.0,5.0,2008.0,1.0,3.0,0.0,2009.0,NA,NA,red,good,good,0,0.0,244600.0
1868,2.0,1594.0,1594.0,7.0,6.0,1993.0,1.0,2.0,0.0,1993.0,NA,NA,red,bad,good,0,0.0,188500.0
2798,3.0,1054.0,1939.0,7.0,5.0,1998.0,1.0,3.0,869.0,1998.0,NA,NA,red,bad,good,0,1.0,227000.0
1512,1.0,949.0,1292.0,4.0,7.0,1923.0,0.0,3.0,343.0,2008.0,NA,NA,red,NA,good,1,1.0,108000.0
2688,1.0,485.0,1635.0,6.0,8.0,1910.0,0.0,2.0,634.0,2003.0,NA,NA,red,NA,good,1,0.0,117000.0
1025,2.0,738.0,2044.0,7.0,6.0,1980.0,1.0,3.0,767.0,1988.0,NA,NA,red,bad,bad,0,1.0,185000.0
858,1.0,864.0,864.0,5.0,6.0,1972.0,1.0,3.0,0.0,1972.0,NA,NA,red,okay,bad,1,0.0,133500.0
162,1.0,1246.0,1246.0,5.0,7.0,1959.0,0.0,3.0,0.0,1994.0,NA,cat,red,NA,good,1,1.0,154000.0
2547,2.0,720.0,1440.0,5.0,6.0,1964.0,1.0,4.0,720.0,1964.0,NA,NA,red,bad,bad,1,1.0,157500.0
2712,1.0,1051.0,1159.0,5.0,5.0,1968.0,1.0,3.0,0.0,1968.0,NA,NA,red,okay,bad,1,1.0,158000.0
2122,2.0,635.0,1308.0,6.0,6.0,1997.0,0.0,3.0,662.0,2006.0,NA,NA,red,NA,good,0,1.0,175000.0
684,1.0,1148.0,1148.0,5.0,5.0,1959.0,0.0,3.0,0.0,1959.0,NA,cat,red,NA,bad,1,0.0,132500.0
2373,2.0,1069.0,1069.0,6.0,5.0,1975.0,1.0,2.0,0.0,1975.0,NA,NA,red,bad,bad,0,0.0,146300.0
479,2.0,846.0,1594.0,7.0,5.0,2004.0,1.0,3.0,748.0,2004.0,NA,dog,red,good,good,0,1.0,195500.0
1123,2.0,866.0,1768.0,7.0,5.0,2005.0,0.0,3.0,902.0,2005.0,NA,NA,red,NA,good,0,1.0,226700.0
659,1.0,1054.0,1078.0,5.0,7.0,1925.0,0.0,3.0,0.0,1950.0,Grvl,cow,red,NA,amazing,1,0.0,125000.0
992,2.0,926.0,1604.0,6.0,5.0,1997.0,1.0,3.0,678.0,1998.0,NA,NA,red,bad,bad,0,1.0,187500.0
1751,2.0,384.0,1394.0,7.0,5.0,2003.0,1.0,3.0,640.0,2003.0,NA,NA,red,bad,good,0,1.0,165500.0
322,2.0,1068.0,1264.0,5.0,5.0,1965.0,1.0,2.0,0.0,1977.0,NA,NA,red,bad,bad,1,0.0,169000.0
920,1.0,771.0,1494.0,6.0,7.0,1942.0,2.0,3.0,741.0,1950.0,NA,NA,red,good,good,1,0.0,177500.0
326,1.0,546.0,1092.0,4.0,5.0,1973.0,0.0,3.0,546.0,1973.0,NA,NA,red,NA,bad,1,1.0,83500.0
1019,2.0,1260.0,1260.0,7.0,7.0,1983.0,0.0,3.0,0.0,1983.0,NA,NA,red,NA,bad,0,0.0,181900.0
2569,1.0,936.0,1128.0,5.0,5.0,1954.0,0.0,2.0,0.0,1954.0,NA,cow,red,NA,bad,1,0.0,118000.0
1835,2.0,1141.0,1151.0,8.0,5.0,2006.0,0.0,2.0,0.0,2007.0,Pave,NA,red,NA,good,0,0.0,166000.0
552,1.0,721.0,841.0,4.0,4.0,1950.0,0.0,2.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,82000.0
2924,2.0,1224.0,1224.0,5.0,7.0,1960.0,1.0,4.0,0.0,1996.0,NA,NA,red,bad,bad,1,0.0,131000.0
2663,1.0,684.0,1368.0,6.0,7.0,1910.0,0.0,3.0,684.0,1993.0,Grvl,NA,blue,NA,bad,1,0.0,114504.0
876,2.0,1630.0,1630.0,7.0,5.0,2000.0,1.0,3.0,0.0,2001.0,NA,NA,red,bad,good,0,0.0,213000.0
2163,2.0,1169.0,1190.0,7.0,5.0,2005.0,0.0,2.0,0.0,2005.0,NA,NA,red,NA,good,0,0.0,173500.0
1895,2.0,1592.0,1652.0,6.0,7.0,1959.0,1.0,3.0,0.0,1991.0,NA,NA,red,good,good,1,1.0,200000.0
1912,2.0,1218.0,1254.0,6.0,5.0,1961.0,1.0,3.0,0.0,1961.0,NA,NA,red,good,bad,1,0.0,158500.0
2759,3.0,1570.0,1590.0,8.0,5.0,2005.0,0.0,2.0,0.0,2006.0,NA,NA,red,NA,amazing,0,1.0,294900.0
1490,2.0,1127.0,1127.0,6.0,6.0,1976.0,1.0,3.0,0.0,1976.0,NA,NA,red,bad,bad,1,1.0,135000.0
1542,2.0,516.0,1032.0,6.0,6.0,1980.0,1.0,2.0,516.0,1980.0,NA,cat,red,bad,bad,1,0.0,116500.0
1279,1.0,825.0,825.0,5.0,7.0,1954.0,0.0,2.0,0.0,1954.0,NA,NA,blue,NA,bad,1,0.0,109500.0
192,1.0,1108.0,2068.0,7.0,7.0,1922.0,1.0,3.0,908.0,2005.0,NA,NA,blue,good,good,1,1.0,209500.0
902,2.0,684.0,1196.0,6.0,8.0,1920.0,0.0,3.0,512.0,2000.0,Grvl,cat,red,NA,good,1,0.0,110000.0
412,2.0,855.0,1322.0,6.0,5.0,1974.0,1.0,3.0,467.0,1974.0,NA,NA,red,okay,bad,0,1.0,147000.0
1908,1.0,768.0,1376.0,5.0,5.0,1941.0,1.0,3.0,408.0,1950.0,NA,NA,red,good,bad,1,0.0,105000.0
2812,2.0,1336.0,1336.0,7.0,5.0,2005.0,0.0,3.0,0.0,2006.0,NA,NA,red,NA,good,0,0.0,198000.0
2462,2.0,1489.0,1489.0,8.0,5.0,2006.0,1.0,3.0,0.0,2006.0,NA,NA,red,good,good,0,0.0,232600.0
1991,1.0,702.0,1472.0,5.0,8.0,1925.0,0.0,3.0,630.0,1994.0,Grvl,cow,red,NA,good,1,0.0,125000.0
522,2.0,1372.0,1448.0,8.0,5.0,2006.0,1.0,2.0,0.0,2007.0,NA,NA,red,good,good,0,0.0,238500.0
2295,2.0,716.0,1432.0,5.0,7.0,1977.0,1.0,3.0,716.0,1977.0,NA,cat,red,good,bad,1,1.0,157000.0
2435,2.0,783.0,1509.0,7.0,5.0,2003.0,1.0,3.0,702.0,2003.0,NA,NA,red,good,good,0,1.0,180000.0
177,2.0,926.0,1316.0,5.0,7.0,1929.0,0.0,3.0,0.0,2001.0,NA,NA,red,NA,bad,1,0.0,130000.0
1672,1.0,723.0,767.0,7.0,5.0,1998.0,0.0,1.0,0.0,1998.0,NA,NA,red,NA,bad,1,0.0,133000.0
592,2.0,810.0,1665.0,8.0,6.0,2001.0,0.0,3.0,855.0,2001.0,NA,NA,red,NA,good,0,1.0,227000.0
1272,1.0,1269.0,1269.0,5.0,6.0,1960.0,1.0,3.0,0.0,1960.0,NA,NA,blue,okay,bad,1,1.0,155000.0
985,2.0,796.0,1362.0,5.0,5.0,1993.0,0.0,1.0,566.0,1995.0,NA,dog,red,NA,bad,1,1.0,143000.0
2147,2.0,1459.0,1459.0,7.0,5.0,2002.0,1.0,3.0,0.0,2002.0,NA,NA,red,good,good,0,0.0,192000.0
1494,2.0,1029.0,1117.0,6.0,6.0,1977.0,1.0,3.0,0.0,1977.0,NA,NA,red,okay,bad,1,0.0,147000.0
2478,2.0,761.0,1603.0,6.0,5.0,1992.0,0.0,3.0,793.0,1992.0,NA,NA,red,NA,good,0,1.0,175900.0
1520,0.0,940.0,1964.0,5.0,6.0,1911.0,0.0,4.0,940.0,1950.0,NA,NA,blue,NA,bad,1,1.0,130000.0
1318,0.0,684.0,2358.0,8.0,5.0,1872.0,0.0,4.0,1215.0,1987.0,Pave,NA,red,NA,bad,0,0.0,122000.0
230,2.0,660.0,756.0,4.0,4.0,1927.0,0.0,2.0,0.0,1950.0,NA,NA,red,NA,bad,1,0.0,85000.0
1559,2.0,1600.0,1652.0,8.0,5.0,2008.0,1.0,2.0,0.0,2008.0,NA,NA,red,good,good,0,0.0,392500.0
859,2.0,894.0,894.0,5.0,5.0,1972.0,0.0,2.0,0.0,1972.0,NA,NA,red,NA,bad,1,0.0,123000.0
2771,2.0,1425.0,1425.0,7.0,5.0,1998.0,0.0,3.0,0.0,1998.0,NA,NA,red,NA,bad,0,0.0,193000.0
717,1.0,917.0,2007.0,6.0,7.0,1900.0,0.0,3.0,917.0,1950.0,NA,NA,blue,NA,amazing,0,0.0,160000.0
1872,2.0,1242.0,1242.0,7.0,6.0,1973.0,1.0,3.0,0.0,1973.0,NA,NA,red,bad,bad,1,1.0,175500.0
2174,2.0,960.0,1044.0,6.0,6.0,1976.0,1.0,3.0,0.0,1976.0,NA,NA,red,okay,bad,1,0.0,133500.0
2363,2.0,1487.0,1419.0,6.0,5.0,2002.0,0.0,2.0,0.0,2002.0,NA,NA,red,NA,good,0,0.0,190000.0
2276,3.0,1094.0,2482.0,8.0,5.0,2005.0,1.0,4.0,1349.0,2006.0,NA,NA,red,good,good,0,1.0,281213.0
1171,2.0,1698.0,1709.0,9.0,5.0,1999.0,1.0,2.0,0.0,2000.0,NA,NA,red,bad,good,0,0.0,328900.0
2772,2.0,990.0,990.0,5.0,5.0,1995.0,0.0,3.0,0.0,1995.0,NA,NA,red,NA,bad,1,0.0,156000.0
2286,1.0,530.0,992.0,4.0,5.0,1970.0,0.0,2.0,462.0,1970.0,NA,NA,red,NA,bad,1,0.0,106500.0
1525,1.0,840.0,1680.0,6.0,7.0,1915.0,0.0,4.0,840.0,1976.0,NA,NA,red,NA,bad,0,0.0,177000.0
1410,1.0,1509.0,1509.0,5.0,6.0,1956.0,1.0,3.0,0.0,1956.0,NA,dog,blue,bad,good,1,0.0,159900.0
411,2.0,1057.0,1055.0,7.0,5.0,1975.0,1.0,2.0,0.0,1975.0,NA,NA,red,okay,bad,0,0.0,123000.0
1616,2.0,806.0,1572.0,6.0,5.0,1995.0,1.0,3.0,766.0,1996.0,NA,NA,red,bad,bad,0,1.0,168000.0
2048,1.0,925.0,999.0,5.0,5.0,1963.0,0.0,3.0,0.0,1963.0,NA,dog,red,NA,bad,1,0.0,130000.0
2083,0.0,528.0,605.0,4.0,7.0,1920.0,0.0,2.0,0.0,2002.0,NA,NA,red,NA,bad,1,0.0,86000.0
2398,3.0,1780.0,1780.0,9.0,5.0,2004.0,1.0,2.0,0.0,2005.0,NA,NA,red,good,amazing,0,0.0,378000.0
546,2.0,816.0,1730.0,6.0,6.0,1992.0,0.0,3.0,897.0,1992.0,NA,NA,red,NA,good,0,1.0,171500.0
1565,3.0,910.0,1820.0,7.0,5.0,1996.0,1.0,3.0,910.0,1997.0,NA,NA,red,bad,good,0,1.0,213000.0
551,2.0,0.0,1882.0,6.0,7.0,1981.0,2.0,4.0,918.0,1981.0,NA,NA,red,bad,bad,0,0.0,160000.0
892,2.0,547.0,1072.0,6.0,5.0,2005.0,0.0,2.0,0.0,2006.0,NA,NA,red,NA,bad,1,0.0,145500.0
1217,1.0,1100.0,1100.0,4.0,5.0,1960.0,1.0,3.0,0.0,1960.0,NA,cow,red,bad,bad,1,0.0,141000.0
2356,2.0,832.0,1664.0,7.0,5.0,1976.0,1.0,4.0,832.0,1976.0,NA,cow,red,bad,bad,0,1.0,162900.0
1382,2.0,450.0,1034.0,6.0,8.0,1978.0,1.0,3.0,0.0,1978.0,NA,cow,red,bad,bad,1,0.0,153000.0
1032,3.0,1236.0,2340.0,8.0,5.0,1996.0,1.0,4.0,1104.0,1996.0,NA,cat,red,good,good,0,1.0,306000.0
1936,2.0,384.0,1360.0,5.0,5.0,1955.0,1.0,3.0,0.0,1955.0,NA,dog,red,bad,bad,1,0.0,130000.0
2838,2.0,864.0,864.0,5.0,7.0,1955.0,0.0,2.0,0.0,1990.0,NA,NA,red,NA,bad,1,0.0,115000.0
1352,1.0,1026.0,1820.0,7.0,6.0,1925.0,0.0,4.0,687.0,1950.0,Pave,cat,red,NA,bad,0,0.0,184000.0
2736,3.0,672.0,2009.0,6.0,7.0,1928.0,2.0,4.0,672.0,1950.0,NA,NA,red,good,bad,0,0.0,235000.0
559,1.0,912.0,912.0,5.0,8.0,1963.0,0.0,3.0,0.0,1995.0,NA,cow,red,NA,good,1,0.0,129000.0
2475,2.0,891.0,1686.0,7.0,5.0,2005.0,0.0,3.0,795.0,2005.0,NA,NA,red,NA,good,0,1.0,184000.0
1856,2.0,1437.0,1437.0,5.0,8.0,1976.0,1.0,3.0,0.0,2004.0,NA,NA,red,okay,good,0,0.0,218000.0
889,1.0,1014.0,1149.0,4.0,6.0,1960.0,0.0,3.0,0.0,1971.0,NA,dog,red,NA,bad,1,0.0,127000.0
2468,2.0,1257.0,1266.0,7.0,5.0,2005.0,1.0,3.0,0.0,2005.0,Pave,NA,red,bad,good,0,0.0,176000.0
846,2.0,831.0,1660.0,7.0,5.0,2002.0,0.0,3.0,829.0,2002.0,NA,NA,red,NA,good,0,1.0,195000.0
877,2.0,848.0,848.0,6.0,5.0,2003.0,0.0,1.0,0.0,2004.0,NA,NA,red,NA,good,1,0.0,144000.0
1697,3.0,2153.0,2643.0,9.0,5.0,2006.0,1.0,3.0,574.0,2006.0,NA,NA,red,good,amazing,0,1.0,380000.0
164,2.0,900.0,900.0,5.0,7.0,1951.0,0.0,3.0,0.0,2000.0,NA,NA,red,NA,good,1,0.0,134800.0
939,1.0,672.0,1344.0,5.0,7.0,1920.0,0.0,3.0,672.0,1997.0,NA,NA,blue,NA,bad,1,0.0,147000.0
2126,0.0,990.0,990.0,4.0,5.0,1994.0,0.0,3.0,0.0,1995.0,NA,NA,red,NA,bad,1,0.0,123600.0
1934,1.0,1008.0,1008.0,5.0,7.0,1953.0,0.0,2.0,0.0,2006.0,NA,NA,red,NA,good,1,0.0,134500.0
793,1.0,1089.0,1089.0,5.0,6.0,1954.0,1.0,3.0,0.0,1954.0,NA,dog,red,good,bad,1,0.0,125000.0
2532,2.0,1051.0,1051.0,5.0,5.0,1968.0,0.0,3.0,0.0,1968.0,NA,NA,red,NA,bad,1,0.0,142000.0
377,2.0,1372.0,1472.0,7.0,5.0,1980.0,2.0,3.0,0.0,1980.0,NA,NA,red,bad,bad,0,0.0,187500.0
