,feature01,feature02,feature04,feature05,feature06,feature07,feature08,feature09,feature10,feature10.1,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature21,feature22,feature23,target
46,3.0,958.0,2846.0,2696,10,2696,9,5,2003,2,red,2,good,amazing,3,1,6,1,0,2004,500000
755,2.0,539.0,780.0,848,5,1208,4,5,1925,1,blue,0,NA,bad,2,1,1,0,0,1950,103000
2689,0.0,0.0,693.0,693,4,693,4,4,1941,1,blue,0,NA,okay,2,1,3,0,0,1950,52500
762,0.0,0.0,1200.0,1200,5,1200,5,5,1987,3,red,0,NA,bad,3,1,3,0,0,1988,179000
466,2.0,390.0,742.0,742,8,1484,6,5,2005,2,red,1,good,good,3,1,6,1,742,2005,174000
1970,1.0,264.0,864.0,876,8,1812,5,5,1962,2,red,1,bad,bad,4,1,7,0,936,1962,169500
677,2.0,900.0,795.0,765,5,1133,6,5,1950,1,red,0,NA,bad,3,1,12,0,368,1950,128500
1217,1.0,312.0,1100.0,1100,6,1100,4,5,1960,1,red,1,horrible,bad,3,1,4,0,0,1960,141000
2635,2.0,624.0,716.0,1007,8,2014,5,8,1900,2,blue,0,NA,bad,5,1,6,0,1007,2005,169000
428,3.0,836.0,1104.0,1130,10,2184,9,5,2008,2,red,1,good,amazing,3,1,7,1,1054,2008,335000
329,0.0,0.0,546.0,546,5,1092,4,7,1970,1,red,0,NA,bad,3,1,3,1,546,1970,76000
668,2.0,480.0,1040.0,1040,6,1040,6,4,1967,1,red,1,horrible,bad,3,1,5,0,0,1967,163000
354,2.0,427.0,832.0,885,7,1718,7,5,1998,2,red,1,bad,bad,3,1,12,1,833,1998,185000
451,2.0,484.0,1358.0,1358,6,1358,6,5,2005,2,red,1,good,good,2,1,8,0,0,2005,213000
714,1.0,240.0,720.0,720,5,1284,5,7,1947,1,red,0,NA,bad,2,1,4,1,564,1950,110000
1956,2.0,576.0,672.0,672,6,924,5,7,1949,1,red,1,horrible,bad,3,1,7,0,252,2006,122900
1751,2.0,400.0,384.0,754,7,1394,7,5,2003,2,red,1,bad,good,3,1,10,1,640,2003,165500
1237,1.0,292.0,1176.0,1176,6,1176,5,4,1957,1,red,2,good,bad,3,1,5,0,0,1957,136500
1165,2.0,440.0,744.0,757,6,1501,7,5,1999,2,red,0,NA,bad,3,1,8,1,744,1999,179400
391,2.0,583.0,689.0,1378,7,2119,6,6,1972,2,red,1,bad,bad,3,1,8,1,741,1972,158000
1392,2.0,564.0,1602.0,1252,4,1252,6,7,1960,1,red,1,good,bad,1,1,3,0,0,1975,235000
1359,2.0,440.0,768.0,768,4,768,6,6,1930,1,red,0,NA,bad,1,1,7,0,0,1950,93850
764,1.0,252.0,1152.0,1152,6,1152,5,5,1978,2,red,0,NA,bad,2,2,7,0,0,1978,159900
2223,2.0,580.0,1560.0,1560,6,1560,6,4,1960,1,red,3,bad,bad,3,1,5,1,0,1960,201000
455,2.0,626.0,1314.0,1314,6,1314,7,5,2007,2,red,1,good,good,2,1,7,0,0,2008,230000
1210,1.0,384.0,1136.0,1136,5,1136,6,6,1965,1,red,1,good,bad,3,1,7,0,0,1965,140000
703,0.0,0.0,801.0,801,6,1447,5,5,1910,1,red,0,NA,bad,3,1,7,0,646,1950,103000
2288,1.0,286.0,546.0,546,6,1092,4,5,1970,1,red,0,NA,bad,3,1,1,1,546,1970,75000
1637,3.0,1110.0,2660.0,2338,8,2338,9,5,2006,2,red,2,good,good,4,1,6,1,0,2007,591587
843,2.0,577.0,1490.0,1501,6,1501,7,5,1999,2,red,0,NA,good,3,1,6,0,0,1999,204000
965,2.0,471.0,1267.0,1296,6,1296,8,5,2001,2,red,0,NA,good,2,1,6,0,0,2002,220000
2597,1.0,326.0,1073.0,1073,4,1073,5,6,1921,1,red,0,NA,bad,2,1,12,0,0,1968,108480
1764,3.0,806.0,1408.0,1671,9,3078,9,5,1998,2,red,1,bad,good,4,1,7,1,1407,1998,410000
1436,2.0,532.0,782.0,782,6,1652,7,5,2000,2,red,0,NA,good,3,1,6,1,870,2000,207500
1432,1.0,352.0,1099.0,1099,6,1099,5,6,1995,1,red,0,NA,good,3,1,6,1,0,2006,144000
2912,3.0,928.0,1652.0,1652,8,1652,5,5,1970,2,red,0,NA,bad,4,2,3,0,0,1970,146500
2595,1.0,371.0,713.0,713,5,713,3,8,1930,1,red,0,NA,good,2,1,10,0,0,2001,99800
1193,2.0,576.0,912.0,912,5,912,5,8,1965,1,red,0,NA,good,2,1,12,0,0,2008,147000
2559,1.0,240.0,1444.0,1624,6,1624,5,6,1952,1,red,1,good,bad,2,1,7,0,0,1952,146500
2039,2.0,440.0,1196.0,1196,5,1196,4,7,1916,1,blue,0,NA,bad,2,1,7,0,0,1990,109900
1269,1.0,404.0,1075.0,1507,7,1507,5,5,1960,2,red,0,NA,bad,4,1,8,0,0,1960,127000
21,2.0,528.0,1053.0,1173,6,1173,7,6,1974,2,red,2,bad,good,3,1,1,0,0,1974,170000
1326,1.0,308.0,869.0,1093,5,1093,4,6,1958,1,red,0,NA,bad,2,1,5,0,0,2006,115500
2339,2.0,517.0,1714.0,1714,7,1714,9,5,2005,2,red,1,good,good,2,1,8,0,0,2005,318000
2532,2.0,504.0,1051.0,1051,6,1051,5,5,1968,1,red,0,NA,bad,3,1,7,0,0,1968,142000
675,1.0,288.0,832.0,1036,6,1268,5,7,1949,1,red,1,good,bad,3,1,9,0,0,1950,133000
2758,2.0,660.0,1734.0,1734,7,1734,7,5,2005,2,red,0,NA,good,3,1,1,0,0,2005,260000
1973,2.0,576.0,850.0,960,5,960,5,7,1926,1,red,0,NA,bad,2,1,4,0,0,1980,103000
858,1.0,338.0,864.0,864,5,864,5,6,1972,1,red,1,okay,bad,3,1,8,0,0,1972,133500
698,2.0,400.0,690.0,868,7,1558,5,6,1939,1,blue,1,good,bad,3,1,10,1,690,1950,150000
2877,1.0,384.0,967.0,967,6,1638,6,5,1957,2,red,0,NA,good,4,1,4,0,671,1957,139000
1376,2.0,440.0,981.0,1075,6,1075,5,6,1963,1,red,0,NA,good,3,1,5,0,0,1963,148000
1149,1.0,384.0,984.0,984,5,984,5,5,1963,1,red,1,bad,bad,3,1,8,0,0,1963,128000
882,2.0,540.0,738.0,738,7,1476,6,5,2005,2,red,0,NA,good,3,1,2,1,738,2005,173500
608,2.0,480.0,1154.0,1154,6,1154,5,6,1966,1,red,1,horrible,bad,3,1,11,1,0,1966,154000
847,2.0,544.0,1573.0,1573,6,1573,7,5,2002,2,red,0,NA,good,3,1,3,0,0,2002,227000
2407,3.0,899.0,1686.0,1686,6,1686,9,5,2006,2,red,1,good,amazing,1,1,6,0,0,2006,332200
631,2.0,442.0,1478.0,1478,6,1478,6,3,1957,1,red,2,good,bad,3,1,6,1,0,1957,156500
915,2.0,342.0,896.0,1172,9,1913,6,6,1928,1,red,1,bad,bad,3,1,3,1,741,1950,177000
1777,3.0,788.0,1905.0,1905,8,1905,9,5,2006,2,red,1,good,amazing,3,1,3,0,0,2006,320000
2084,1.0,264.0,1038.0,1038,5,1038,5,6,1984,2,red,0,NA,bad,2,1,7,0,0,1984,130000
325,2.0,686.0,1344.0,1344,7,1344,5,5,1999,2,red,1,good,bad,3,1,6,0,0,1999,166500
700,0.0,0.0,600.0,1101,8,1701,4,6,1920,2,red,0,NA,okay,4,2,10,0,600,1950,94550
1195,2.0,576.0,1728.0,1728,10,1728,5,5,1965,2,red,0,NA,bad,6,2,11,0,0,1965,145000
628,2.0,576.0,1392.0,1392,5,1392,6,3,1968,1,red,2,bad,bad,2,1,7,0,0,1968,110000
2726,2.0,575.0,1000.0,1000,4,1000,5,6,1963,1,red,2,bad,bad,1,1,4,0,0,1963,164000
2210,3.0,871.0,1001.0,1001,8,2002,5,6,1949,2,blue,0,NA,bad,4,2,8,0,1001,1950,145000
1026,2.0,484.0,720.0,720,7,1308,5,6,1969,1,red,0,NA,bad,3,1,6,1,588,1969,146900
1506,0.0,0.0,0.0,929,8,1137,5,8,1947,1,red,0,NA,bad,4,1,4,1,208,1993,96000
1106,3.0,983.0,1311.0,1325,9,2418,7,5,1993,2,red,1,bad,good,3,1,8,1,1093,1994,341000
861,2.0,396.0,768.0,768,5,768,5,7,1972,1,red,0,NA,bad,2,1,3,0,0,2007,133000
2464,2.0,615.0,756.0,756,6,1553,7,5,2005,2,red,0,NA,good,3,1,3,1,797,2006,186500
790,1.0,350.0,1276.0,1276,5,1276,5,3,1958,1,blue,0,NA,bad,3,1,6,0,0,1958,60000
609,2.0,549.0,744.0,825,7,2140,5,6,1965,2,red,1,bad,bad,4,1,6,1,1315,1965,177500
174,1.0,379.0,840.0,840,8,1605,3,6,1915,2,red,0,NA,bad,3,2,5,0,765,1950,107400
1218,1.0,264.0,1118.0,1118,6,1118,5,7,1960,1,red,0,NA,good,3,1,8,0,0,2000,153000
2310,2.0,400.0,813.0,813,6,1525,6,5,1997,2,red,1,bad,bad,3,1,5,1,712,1998,183500
100,2.0,440.0,756.0,769,5,1573,6,5,2000,2,red,0,NA,good,3,1,6,1,804,2000,177500
1259,0.0,0.0,0.0,694,7,1294,4,7,1900,2,blue,0,NA,bad,3,2,8,0,600,2000,106250
749,2.0,576.0,1048.0,1048,8,1768,6,6,1915,2,blue,0,NA,bad,3,1,6,0,720,1950,155000
338,1.0,275.0,864.0,864,8,1479,5,5,1969,2,red,0,NA,bad,5,1,4,0,615,1969,161000
1734,2.0,400.0,728.0,728,8,1456,7,5,2007,2,red,1,good,good,3,1,7,1,728,2007,179540
598,2.0,457.0,1372.0,1342,7,1342,6,5,1967,2,red,1,good,bad,3,1,9,0,0,1967,161500
1355,1.0,275.0,816.0,838,5,838,6,7,1918,1,red,0,NA,okay,2,1,5,0,0,2000,130000
2254,2.0,528.0,970.0,1026,5,1026,6,6,1974,1,red,1,horrible,bad,2,1,4,0,0,1974,143000
2841,0.0,0.0,864.0,964,8,1414,4,4,1922,1,red,1,good,bad,3,1,9,0,0,1950,83000
1580,2.0,616.0,1606.0,1651,7,1651,6,5,1986,2,red,1,bad,bad,3,1,11,0,0,1986,184000
2455,3.0,928.0,1670.0,1670,6,1670,8,5,2006,2,red,1,good,good,2,1,9,1,0,2006,336820
1570,2.0,529.0,1499.0,1619,7,1786,5,6,1965,2,red,2,good,bad,3,1,8,0,167,1965,228950
2494,1.0,288.0,935.0,935,5,935,5,6,1965,1,red,0,NA,bad,3,1,11,0,0,1965,137000
331,0.0,0.0,546.0,546,5,1092,4,4,1970,1,red,0,NA,bad,3,1,6,1,546,1970,88250
1965,1.0,324.0,1242.0,1242,6,1242,5,5,1960,1,blue,0,NA,bad,3,1,5,1,0,1960,152000
644,2.0,480.0,631.0,1112,5,1112,5,5,1951,1,blue,0,NA,bad,2,1,10,0,0,1951,126000
2187,0.0,0.0,544.0,774,6,774,3,6,1931,1,red,0,NA,good,3,1,5,0,0,2006,79000
2075,2.0,649.0,1073.0,1630,6,1630,5,5,1953,2,red,1,bad,bad,3,1,3,0,0,1953,130000
1491,0.0,0.0,996.0,996,6,996,5,6,1940,1,red,1,good,bad,3,1,7,0,0,1969,108000
1868,2.0,472.0,1594.0,1594,6,1594,7,6,1993,2,red,1,bad,good,2,1,7,0,0,1993,188500
464,2.0,390.0,728.0,728,8,1456,7,5,2005,2,red,1,good,good,3,1,6,1,728,2005,184000
1061,3.0,656.0,948.0,948,10,2088,8,5,2007,2,red,1,good,good,4,1,6,1,1140,2007,250000
1421,2.0,453.0,812.0,1101,9,2200,7,5,1993,2,red,1,bad,good,4,1,12,1,1099,1994,225000
1591,2.0,392.0,1189.0,1189,4,1189,6,5,1997,2,red,0,NA,bad,2,1,4,0,0,1997,160500
2008,2.0,440.0,1065.0,915,6,1635,6,7,1923,1,blue,1,good,bad,3,1,5,1,720,1950,210000
423,3.0,672.0,3094.0,2402,10,2402,10,5,2008,2,red,2,good,amazing,2,1,4,0,0,2008,555000
745,1.0,250.0,952.0,994,6,1582,5,6,1938,2,blue,1,good,bad,3,1,2,0,588,1950,150000
1910,3.0,792.0,1560.0,1560,8,1560,5,5,1968,2,red,0,NA,bad,4,2,5,0,0,1968,126000
1412,1.0,280.0,621.0,621,7,1269,6,8,1962,1,red,0,NA,bad,3,1,11,1,648,2001,134500
1461,3.0,715.0,1778.0,1786,6,1786,8,5,2002,2,red,1,good,good,3,1,6,0,0,2003,300000
501,3.0,656.0,1347.0,1372,9,2646,7,5,1993,2,red,1,bad,good,4,1,4,1,1274,1993,260000
379,2.0,542.0,2524.0,2524,9,2524,8,5,1981,2,red,1,good,good,4,1,7,1,0,1981,278000
990,2.0,550.0,1205.0,2117,7,2117,6,7,1970,2,red,2,good,bad,4,1,5,1,0,1970,237500
1225,1.0,264.0,572.0,1337,7,1337,5,8,1950,1,red,1,good,good,3,1,9,0,0,2006,141500
2586,2.0,684.0,301.0,1145,6,1145,5,7,1956,1,blue,0,NA,bad,3,1,9,0,0,1956,127000
408,2.0,440.0,958.0,958,5,958,6,6,1976,2,red,0,NA,bad,2,1,10,0,0,1976,143750
1448,2.0,576.0,1076.0,1076,5,1076,5,6,1975,1,red,1,okay,bad,3,1,9,1,0,1975,143195
93,2.0,506.0,1488.0,1488,6,1488,7,5,2004,2,red,1,good,good,2,1,3,0,0,2005,260000
1799,3.0,880.0,955.0,955,8,1880,8,5,2007,2,red,1,good,amazing,3,1,12,1,925,2007,310013
2261,2.0,472.0,1476.0,1484,6,1484,8,5,2006,2,red,1,good,amazing,2,1,12,0,0,2006,265900
1879,3.0,530.0,0.0,1224,8,1224,4,5,1964,2,red,0,NA,bad,2,2,4,0,0,1964,103000
840,2.0,672.0,1097.0,1097,6,1097,5,5,1994,1,red,0,NA,bad,3,1,6,1,0,1995,145000
432,3.0,762.0,2630.0,2674,8,2674,10,5,2007,2,red,2,good,amazing,2,1,3,1,0,2007,610000
1920,1.0,301.0,1442.0,1442,7,1442,6,6,1958,1,red,0,NA,bad,4,1,4,1,0,1958,157900
2861,1.0,252.0,700.0,1180,5,1180,4,5,1922,1,red,1,good,okay,2,1,7,0,0,1950,137500
285,1.0,260.0,1107.0,1296,5,1296,5,6,1924,2,blue,1,good,okay,2,1,5,0,0,1999,104000
347,3.0,758.0,1746.0,1746,7,1746,9,5,2006,2,red,2,good,amazing,3,1,10,0,0,2007,377500
1129,2.0,462.0,1218.0,1218,6,1218,7,5,2007,2,red,0,NA,good,2,1,4,0,0,2008,230348
1603,1.0,264.0,876.0,923,5,923,5,5,1984,1,red,0,NA,bad,3,1,10,0,0,1985,119500
695,1.0,200.0,676.0,676,5,1131,5,6,1941,1,red,0,NA,bad,3,1,8,1,455,1950,66500
0,2.0,528.0,1080.0,1656,7,1656,6,5,1960,1,red,2,good,bad,3,1,5,0,0,1960,215000
1611,2.0,525.0,1587.0,1587,7,1587,6,6,1971,2,red,1,good,bad,3,1,3,0,0,1971,167300
1736,2.0,396.0,1340.0,1340,6,1340,7,5,2007,2,red,0,NA,good,3,1,8,0,0,2007,181134
1439,2.0,577.0,1468.0,1479,6,1479,7,5,1999,2,red,0,NA,good,3,1,7,0,0,2000,191000
2054,1.0,240.0,814.0,913,6,913,6,5,1966,1,red,0,NA,bad,3,1,5,0,0,1966,129000
2036,2.0,720.0,1138.0,1138,7,2180,6,5,1915,1,red,1,good,bad,3,1,5,1,1042,1950,161000
2026,2.0,456.0,672.0,672,6,1344,7,6,1929,1,blue,1,good,good,3,1,9,1,672,1990,140000
1147,2.0,533.0,1604.0,1617,5,1617,6,5,1993,2,red,1,okay,good,2,1,7,0,0,1994,193000
2345,2.0,566.0,796.0,790,6,1574,6,5,1976,2,red,1,bad,bad,3,1,7,1,784,1976,190000
1263,1.0,352.0,1253.0,1253,5,1253,6,5,1960,1,red,1,okay,bad,2,1,5,1,0,1960,157000
2609,2.0,440.0,912.0,1085,7,1734,6,7,1962,1,red,1,good,good,3,1,6,1,649,1981,159000
2418,2.0,440.0,738.0,738,8,1492,7,5,2006,2,red,0,NA,good,3,1,10,1,754,2006,185101
2185,1.0,248.0,864.0,948,5,948,4,5,1954,1,red,0,NA,bad,3,1,2,0,0,1954,111000
2302,1.0,264.0,816.0,816,4,816,5,7,1983,1,red,0,NA,bad,2,1,5,0,0,1983,139000
2924,2.0,576.0,1224.0,1224,7,1224,5,7,1960,1,red,1,bad,bad,4,1,9,0,0,1996,131000
1175,2.0,480.0,960.0,962,7,1586,8,5,1999,2,red,0,NA,good,3,1,12,1,624,1999,170000
249,3.0,776.0,1694.0,1694,7,1694,8,5,2008,2,red,0,NA,good,3,1,2,0,0,2008,245350
2910,2.0,576.0,942.0,1291,10,2521,6,4,1973,2,red,1,good,bad,5,1,6,1,1230,1973,151400
2634,0.0,0.0,1025.0,1025,6,1025,5,5,1962,1,red,0,NA,bad,3,1,3,0,0,1962,124000
1700,3.0,814.0,1704.0,1722,9,2758,9,5,2005,2,red,1,amazing,amazing,4,1,5,1,1036,2006,418000
944,2.0,482.0,1596.0,1648,5,1648,8,5,2007,2,red,1,good,amazing,2,1,6,0,0,2008,230000
2691,1.0,390.0,396.0,665,7,1330,5,8,1910,1,red,0,NA,bad,3,1,7,0,665,2004,116500
1484,2.0,420.0,848.0,848,4,848,6,5,2004,1,red,1,good,good,1,1,6,0,0,2004,144500
2004,1.0,384.0,0.0,1382,6,1382,4,7,1949,2,red,1,bad,bad,1,1,5,0,0,2002,110000
369,2.0,567.0,1122.0,946,6,1934,5,6,1977,2,red,1,bad,bad,3,1,7,1,988,1977,185000
2337,2.0,672.0,0.0,1547,7,2320,5,6,1948,2,red,1,bad,bad,2,1,5,0,720,1950,169000
743,1.0,180.0,715.0,875,5,875,5,7,1931,1,blue,0,NA,bad,2,1,11,0,0,1993,105000
26,2.0,525.0,882.0,882,4,882,4,5,1970,1,red,0,NA,bad,2,1,4,0,0,1970,126000
1464,2.0,596.0,1129.0,1129,9,2327,7,5,2003,2,red,1,good,good,4,1,8,1,1198,2003,240000
684,1.0,672.0,1148.0,1148,6,1148,5,5,1959,1,red,0,NA,bad,3,1,7,0,0,1959,132500
1266,2.0,414.0,105.0,910,5,910,5,7,1953,1,red,0,NA,good,3,1,10,0,0,1996,116000
3,2.0,522.0,2110.0,2110,8,2110,7,5,1968,2,red,2,bad,amazing,3,1,4,1,0,1968,244000
2219,1.0,180.0,1028.0,1436,9,2320,6,8,1945,2,red,1,bad,good,3,1,7,1,884,2002,259500
850,2.0,577.0,1431.0,1444,6,1444,7,5,2002,2,red,0,NA,good,3,1,4,0,0,2001,203000
2446,3.0,774.0,1540.0,1540,9,2855,9,5,2000,2,red,1,bad,amazing,4,1,3,1,1315,2000,405000
295,1.0,252.0,1152.0,1188,9,2340,7,9,1941,2,red,2,good,good,4,1,5,0,1152,2006,266500
702,1.0,240.0,651.0,707,6,1389,7,8,1946,1,red,2,good,bad,3,1,9,1,682,1992,135000
1064,3.0,726.0,1572.0,1572,10,2668,9,5,2003,2,red,2,good,amazing,3,1,3,1,1096,2004,412500
2713,2.0,440.0,672.0,672,6,1400,6,7,1978,1,red,1,bad,bad,3,1,3,1,728,1978,149500
2460,2.0,584.0,1278.0,1278,5,1278,8,5,2006,2,red,0,NA,good,2,1,10,0,0,2006,198600
1696,3.0,895.0,1935.0,1973,9,1973,8,5,2006,2,red,1,good,good,3,1,7,0,0,2006,395000
1995,1.0,205.0,1008.0,1178,8,2210,6,4,1880,2,red,0,NA,okay,5,1,5,0,1032,1950,117500
1265,2.0,505.0,585.0,2069,9,2069,7,7,1960,2,red,1,good,good,4,1,11,0,0,2007,242000
2315,2.0,413.0,802.0,802,8,1511,6,5,1997,2,red,1,bad,bad,3,1,6,1,709,1997,185000
1317,0.0,0.0,742.0,742,9,1484,6,6,1914,2,red,1,good,bad,3,1,6,0,742,2001,128000
1898,2.0,462.0,0.0,1224,6,1224,4,5,1962,2,red,0,NA,bad,2,2,3,0,0,1962,101800
2430,2.0,372.0,732.0,734,7,1838,5,5,2005,2,red,1,good,bad,4,1,7,1,1104,2005,192140
1466,2.0,560.0,850.0,886,7,1764,8,5,1999,2,red,1,bad,good,3,1,6,1,878,2000,207000
607,2.0,520.0,1292.0,1292,6,1292,5,5,1964,1,red,2,good,bad,3,1,7,1,0,1964,145100
1307,2.0,420.0,797.0,830,10,1627,5,5,1900,2,blue,0,NA,bad,4,2,2,0,797,2006,139500
63,3.0,671.0,1152.0,1164,9,2270,8,7,1999,2,red,1,good,good,4,1,4,1,1106,2007,290000
1608,2.0,484.0,864.0,889,6,889,5,6,1984,1,red,0,NA,bad,3,1,4,0,0,1984,137500
1914,1.0,315.0,874.0,874,7,1524,5,5,1958,1,blue,0,NA,bad,3,1,7,1,650,1958,144000
1005,2.0,431.0,773.0,773,8,1658,6,5,1995,2,red,1,bad,bad,3,1,6,1,885,1996,188000
1407,0.0,0.0,1580.0,1518,5,1518,5,7,1940,1,red,2,good,okay,2,1,1,0,0,2007,260000
240,2.0,460.0,1212.0,1212,6,1212,6,5,2009,2,red,0,NA,good,3,1,3,0,0,2009,186000
654,1.0,366.0,792.0,792,4,792,3,5,1958,1,blue,0,NA,bad,2,1,8,0,0,1958,99900
2000,2.0,812.0,1559.0,1559,5,1559,5,6,1948,1,red,0,NA,bad,2,1,6,0,0,1973,153500
112,2.0,480.0,1610.0,1610,6,1610,6,7,1977,2,red,2,bad,good,3,1,2,0,0,2001,205000
1371,1.0,240.0,1046.0,1054,6,1054,5,6,1947,1,red,0,NA,bad,3,1,9,0,0,1993,124000
815,4.0,820.0,1168.0,1168,8,2787,7,5,2000,4,red,2,bad,bad,6,2,10,2,1619,2000,269500
1585,3.0,749.0,1482.0,1482,10,2262,8,5,2003,2,red,2,good,good,4,1,8,1,780,2003,305000
581,2.0,462.0,1489.0,1489,7,1489,6,7,1968,2,red,1,good,good,3,1,8,0,0,1968,185750
1864,2.0,570.0,1008.0,1403,8,2411,6,6,1970,2,red,1,horrible,bad,4,1,6,1,1008,1970,240050
126,1.0,240.0,1078.0,1078,5,1078,5,6,1950,1,blue,0,NA,good,2,1,4,0,0,1996,142125
2616,2.0,484.0,0.0,1472,5,1472,7,5,1959,2,blue,1,good,good,2,1,6,0,0,1959,157500
2680,1.0,225.0,1042.0,1042,8,1576,5,6,1928,1,red,1,good,bad,3,1,8,0,534,1950,149000
864,2.0,522.0,1753.0,1788,7,1788,8,5,2001,2,red,1,bad,amazing,3,1,6,0,0,2001,236500
2222,2.0,450.0,1809.0,2259,7,2259,6,5,1953,2,red,2,good,good,3,1,10,0,0,1953,217000
7,2.0,506.0,1280.0,1280,5,1280,8,5,1992,2,red,0,NA,good,2,1,1,0,0,1992,191500
867,2.0,550.0,840.0,840,6,1725,7,5,2002,2,red,0,NA,good,3,1,11,1,885,2002,198500
2796,3.0,646.0,1090.0,1090,8,2214,8,5,1999,2,red,1,bad,good,3,1,7,1,1124,1999,268500
2672,1.0,240.0,848.0,1017,9,1827,6,7,1924,1,red,1,good,bad,2,1,5,0,810,1996,202500
411,2.0,440.0,1057.0,1055,4,1055,7,5,1975,2,red,1,okay,bad,2,1,8,0,0,1975,123000
2448,2.0,420.0,1141.0,1165,10,2263,8,5,1998,2,red,1,bad,good,4,1,7,1,1098,1998,258000
153,2.0,676.0,576.0,985,4,985,4,7,1920,1,red,0,NA,bad,2,1,4,0,0,1994,105000
1595,1.0,336.0,550.0,925,6,1475,5,7,1976,2,red,1,bad,bad,4,1,5,0,550,1976,129500
2434,2.0,504.0,1406.0,1454,7,1936,8,5,2000,2,red,1,bad,good,3,1,11,1,482,2000,230500
2396,3.0,753.0,1085.0,1120,8,1970,8,5,2006,2,red,1,good,amazing,3,1,10,1,850,2006,281000
1019,2.0,598.0,1260.0,1260,6,1260,7,7,1983,2,red,0,NA,bad,3,1,7,0,0,1983,181900
2602,2.0,648.0,1077.0,981,7,1760,4,4,1910,1,blue,1,bad,bad,4,1,2,1,779,1950,80000
283,1.0,280.0,672.0,672,5,924,4,4,1941,1,blue,0,NA,okay,2,1,7,0,252,1950,80000
404,1.0,280.0,630.0,630,6,1302,5,5,1971,2,red,0,NA,bad,3,1,5,1,672,1971,112000
1625,2.0,482.0,938.0,957,7,2299,6,5,1999,3,red,1,bad,bad,5,1,8,1,1342,2003,204000
1524,2.0,672.0,588.0,1423,11,2555,6,7,1922,2,red,1,good,bad,3,1,9,0,748,1994,191000
2560,1.0,280.0,1056.0,1216,7,1216,5,5,1951,1,blue,0,NA,bad,3,1,5,0,0,1951,135000
1505,0.0,0.0,585.0,585,5,1053,5,7,1938,1,green,0,NA,amazing,2,1,1,1,468,2007,120000
1830,2.0,611.0,1390.0,1701,6,1701,5,5,1975,2,red,2,bad,bad,3,1,1,0,0,1981,171000
2042,0.0,0.0,672.0,840,5,840,5,7,1930,1,red,1,bad,bad,3,1,6,0,0,1950,87000
508,3.0,726.0,1614.0,1658,7,1658,8,5,2008,2,red,1,good,good,3,1,9,1,0,2008,257500
1774,3.0,933.0,1325.0,1335,8,2538,8,5,1996,2,red,1,bad,good,4,1,5,1,1203,1997,330000
916,1.0,216.0,861.0,877,6,1477,7,7,1928,2,red,1,good,bad,3,1,8,0,600,1950,145000
2073,2.0,521.0,1151.0,1164,8,2060,6,5,1988,2,red,1,bad,bad,4,1,9,1,896,1989,211000
1701,3.0,1174.0,2320.0,2290,7,2290,10,5,2007,2,red,1,good,amazing,2,1,8,1,0,2007,500067
554,2.0,400.0,980.0,980,5,980,5,5,1962,1,red,0,NA,bad,3,1,11,0,0,1962,110000
1892,1.0,309.0,1302.0,1302,7,1302,6,7,1964,2,red,0,NA,good,3,1,10,0,0,1991,158000
1835,2.0,484.0,1141.0,1151,5,1151,8,5,2006,2,red,0,NA,good,2,1,2,0,0,2007,166000
2644,2.0,576.0,938.0,1084,9,1951,4,6,1900,2,red,0,NA,okay,4,2,4,0,867,1950,111500
1146,2.0,506.0,832.0,832,7,1710,6,5,1993,2,red,0,NA,good,3,1,6,1,878,1993,187000
960,3.0,885.0,1641.0,1641,7,1641,9,5,2008,2,red,0,NA,amazing,3,1,1,0,0,2008,316500
163,2.0,720.0,910.0,910,6,1385,5,4,1952,2,red,0,NA,bad,4,1,6,0,475,1952,166000
1689,3.0,938.0,2108.0,2122,7,2122,8,5,2007,2,red,1,amazing,good,2,1,11,1,0,2007,345474
1719,2.0,627.0,1554.0,1554,6,1554,8,5,2006,2,red,1,good,good,2,1,8,0,0,2006,209500
2427,2.0,440.0,1362.0,1506,6,1506,7,5,2005,2,red,1,good,good,2,1,4,0,0,2005,213490
2141,2.0,440.0,969.0,969,5,969,5,6,1975,1,red,0,NA,bad,3,1,1,1,0,1975,122000
2834,2.0,528.0,832.0,846,7,1338,6,3,1915,2,green,0,NA,bad,3,1,5,0,492,1950,92000
1541,2.0,924.0,1296.0,1640,7,1640,6,7,1954,1,red,1,good,good,3,1,11,0,0,2006,224000
453,2.0,624.0,1306.0,1306,5,1306,6,5,2005,2,red,1,good,good,1,1,3,0,0,2005,184500
956,2.0,513.0,2136.0,2036,8,2036,7,5,1965,2,red,2,good,bad,3,1,6,0,0,1965,375000
2775,2.0,472.0,1588.0,1588,6,1588,7,5,1999,2,red,0,NA,good,3,1,8,0,0,1999,214000
1559,2.0,482.0,1600.0,1652,5,1652,8,5,2008,2,red,1,good,good,2,1,11,0,0,2008,392500
1877,1.0,484.0,1024.0,1344,6,1344,5,5,1958,1,red,1,bad,bad,2,1,6,0,0,1983,144000
441,3.0,850.0,1774.0,1808,7,1808,9,5,2008,2,red,1,good,amazing,3,1,3,0,0,2008,324000
1335,2.0,370.0,949.0,949,5,949,5,7,1924,1,red,1,okay,bad,2,1,7,0,0,2003,119000
796,1.0,281.0,768.0,1148,8,1716,5,4,1949,1,red,1,good,bad,3,1,1,1,568,2008,131000
